日期,產品,平均價(元/公斤)
111/12/07,X69 蘋果 富士進口 ,73.6
111/12/07,Z39 柿子 柿餅進口 ,99.8
111/12/07,Z9 柿子 進口 ,75.0
111/12/08,129 椰子 剝殼進口 ,33.3
111/12/08,459 草莓 進口 ,458.3
111/12/08,469 藍莓 進口 ,119.4
111/12/08,839 櫻桃 進口 ,278.6
111/12/08,919 其他 進口 ,56.3
111/12/08,C9 柑橘 進口 ,273.0
111/12/08,E9 甜橙 進口 ,10.0
111/12/08,F9 雜柑 進口 ,96.1
111/12/08,G49 奇異果 進口 ,64.3
111/12/08,O9 梨 其他進口 ,56.4
111/12/08,S49 葡萄 無子進口 ,118.3
111/12/08,S9 葡萄 進口 ,519.8
111/12/08,W9 洋香瓜 進口 ,310.5
111/12/08,X49 蘋果 金冠進口 ,120.0
111/12/08,X69 蘋果 富士進口 ,90.8
111/12/08,Z39 柿子 柿餅進口 ,374.7
111/12/09,459 草莓 進口 ,110.7
111/12/09,469 藍莓 進口 ,133.3
111/12/09,839 櫻桃 進口 ,57.6
111/12/09,919 其他 進口 ,53.6
111/12/09,C9 柑橘 進口 ,173.3
111/12/09,F9 雜柑 進口 ,335.4
111/12/09,G49 奇異果 進口 ,76.0
111/12/09,O9 梨 其他進口 ,71.0
111/12/09,S49 葡萄 無子進口 ,121.3
111/12/09,S9 葡萄 進口 ,209.8
111/12/09,X49 蘋果 金冠進口 ,133.3
111/12/09,X69 蘋果 富士進口 ,125.5
111/12/09,Z39 柿子 柿餅進口 ,106.6
111/12/09,Z9 柿子 進口 ,177.3
111/12/10,459 草莓 進口 ,232.1
111/12/10,469 藍莓 進口 ,133.3
111/12/10,839 櫻桃 進口 ,357.1
111/12/10,849 石榴 進口 ,66.7
111/12/10,C9 柑橘 進口 ,261.7
111/12/10,F9 雜柑 進口 ,335.9
111/12/10,G39 酪梨 進口 ,106.7
111/12/10,G49 奇異果 進口 ,141.6
111/12/10,O9 梨 其他進口 ,57.9
111/12/10,S49 葡萄 無子進口 ,128.2
111/12/10,S9 葡萄 進口 ,304.6
111/12/10,W9 洋香瓜 進口 ,226.6
111/12/10,X49 蘋果 金冠進口 ,112.1
111/12/10,X69 蘋果 富士進口 ,94.2
111/12/10,Y39 桃子 甜桃進口 ,333.3
111/12/10,Z39 柿子 柿餅進口 ,102.8
111/12/10,Z9 柿子 進口 ,157.5
111/12/11,459 草莓 進口 ,245.2
111/12/11,839 櫻桃 進口 ,331.0
111/12/11,919 其他 進口 ,436.8
111/12/11,C9 柑橘 進口 ,257.4
111/12/11,F9 雜柑 進口 ,458.4
111/12/11,G39 酪梨 進口 ,86.7
111/12/11,G49 奇異果 進口 ,55.2
111/12/11,O9 梨 其他進口 ,73.8
111/12/11,S49 葡萄 無子進口 ,108.3
111/12/11,S9 葡萄 進口 ,160.6
111/12/11,W9 洋香瓜 進口 ,283.3
111/12/11,X49 蘋果 金冠進口 ,124.7
111/12/11,X69 蘋果 富士進口 ,101.8
111/12/11,Z39 柿子 柿餅進口 ,104.7
111/12/13,459 草莓 進口 ,126.4
111/12/13,469 藍莓 進口 ,133.3
111/12/13,839 櫻桃 進口 ,455.0
111/12/13,849 石榴 進口 ,108.8
111/12/13,C9 柑橘 進口 ,115.6
111/12/13,F9 雜柑 進口 ,459.7
111/12/13,G49 奇異果 進口 ,71.5
111/12/13,O9 梨 其他進口 ,59.7
111/12/13,S49 葡萄 無子進口 ,137.2
111/12/13,S9 葡萄 進口 ,252.8
111/12/13,X49 蘋果 金冠進口 ,120.0
111/12/13,X59 蘋果 紅玉進口 ,213.3
111/12/13,X69 蘋果 富士進口 ,100.6
111/12/13,Z39 柿子 柿餅進口 ,118.0
111/12/14,129 椰子 剝殼進口 ,24.2
111/12/14,459 草莓 進口 ,473.2
111/12/14,469 藍莓 進口 ,133.3
111/12/14,839 櫻桃 進口 ,466.2
111/12/14,919 其他 進口 ,256.0
111/12/14,C9 柑橘 進口 ,250.7
111/12/14,F9 雜柑 進口 ,334.6
111/12/14,G49 奇異果 進口 ,123.3
111/12/14,O9 梨 其他進口 ,62.0
111/12/14,S49 葡萄 無子進口 ,113.2
111/12/14,S9 葡萄 進口 ,155.8
111/12/14,X29 蘋果 秋香進口 ,74.8
111/12/14,X49 蘋果 金冠進口 ,121.6
111/12/14,X69 蘋果 富士進口 ,133.0
111/12/14,Y39 桃子 甜桃進口 ,333.3
111/12/14,Z39 柿子 柿餅進口 ,335.4
111/12/14,Z9 柿子 進口 ,466.7
111/12/16,129 椰子 剝殼進口 ,33.3
111/12/16,459 草莓 進口 ,443.8
111/12/16,469 藍莓 進口 ,133.3
111/12/16,839 櫻桃 進口 ,549.7
111/12/16,849 石榴 進口 ,117.6
111/12/16,919 其他 進口 ,213.4
111/12/16,C9 柑橘 進口 ,283.1
111/12/16,F9 雜柑 進口 ,322.4
111/12/16,G39 酪梨 進口 ,96.4
111/12/16,G49 奇異果 進口 ,81.5
111/12/16,O9 梨 其他進口 ,58.4
111/12/16,S49 葡萄 無子進口 ,114.4
111/12/16,S9 葡萄 進口 ,372.4
111/12/16,W9 洋香瓜 進口 ,300.0
111/12/16,X09 蘋果 其他進口 ,173.5
111/12/16,X49 蘋果 金冠進口 ,111.7
111/12/16,X69 蘋果 富士進口 ,115.0
111/12/16,Z39 柿子 柿餅進口 ,400.0
111/12/16,Z9 柿子 進口 ,304.8
111/12/17,129 椰子 剝殼進口 ,38.6
111/12/17,459 草莓 進口 ,399.8
111/12/17,469 藍莓 進口 ,131.4
111/12/17,839 櫻桃 進口 ,611.0
111/12/17,919 其他 進口 ,96.7
111/12/17,C9 柑橘 進口 ,237.6
111/12/17,F9 雜柑 進口 ,442.7
111/12/17,G49 奇異果 進口 ,76.1
111/12/17,O9 梨 其他進口 ,60.2
111/12/17,S49 葡萄 無子進口 ,100.0
111/12/17,S9 葡萄 進口 ,186.8
111/12/17,W9 洋香瓜 進口 ,333.3
111/12/17,X39 蘋果 惠進口 ,110.7
111/12/17,X49 蘋果 金冠進口 ,116.1
111/12/17,X59 蘋果 紅玉進口 ,181.7
111/12/17,X69 蘋果 富士進口 ,118.8
111/12/17,Z39 柿子 柿餅進口 ,660.3
111/12/17,Z9 柿子 進口 ,460.4
111/12/18,459 草莓 進口 ,557.7
111/12/18,469 藍莓 進口 ,45.0
111/12/18,839 櫻桃 進口 ,479.8
111/12/18,919 其他 進口 ,447.4
111/12/18,C9 柑橘 進口 ,377.8
111/12/18,F9 雜柑 進口 ,173.3
111/12/18,G49 奇異果 進口 ,89.8
111/12/18,O9 梨 其他進口 ,58.2
111/12/18,S49 葡萄 無子進口 ,105.3
111/12/18,S9 葡萄 進口 ,394.2
111/12/18,X69 蘋果 富士進口 ,91.7
111/12/18,Z39 柿子 柿餅進口 ,472.9
111/12/20,459 草莓 進口 ,696.8
111/12/20,469 藍莓 進口 ,81.8
111/12/20,839 櫻桃 進口 ,449.6
111/12/20,849 石榴 進口 ,113.3
111/12/20,C9 柑橘 進口 ,204.9
111/12/20,F9 雜柑 進口 ,485.0
111/12/20,G49 奇異果 進口 ,64.0
111/12/20,O9 梨 其他進口 ,69.3
111/12/20,S49 葡萄 無子進口 ,104.9
111/12/20,S9 葡萄 進口 ,257.1
111/12/20,X59 蘋果 紅玉進口 ,176.0
111/12/20,X69 蘋果 富士進口 ,92.4
111/12/20,Z39 柿子 柿餅進口 ,517.5
111/12/21,459 草莓 進口 ,135.1
111/12/21,469 藍莓 進口 ,133.3
111/12/21,839 櫻桃 進口 ,517.9
111/12/21,919 其他 進口 ,66.7
111/12/21,C9 柑橘 進口 ,242.7
111/12/21,F9 雜柑 進口 ,302.0
111/12/21,G49 奇異果 進口 ,54.7
111/12/21,O9 梨 其他進口 ,61.4
111/12/21,S49 葡萄 無子進口 ,102.8
111/12/21,S9 葡萄 進口 ,206.1
111/12/21,X49 蘋果 金冠進口 ,119.0
111/12/21,X69 蘋果 富士進口 ,100.8
111/12/21,Z39 柿子 柿餅進口 ,133.5
111/12/22,459 草莓 進口 ,466.8
111/12/22,469 藍莓 進口 ,91.1
111/12/22,839 櫻桃 進口 ,376.6
111/12/22,919 其他 進口 ,237.3
111/12/22,C9 柑橘 進口 ,275.4
111/12/22,F9 雜柑 進口 ,547.7
111/12/22,G49 奇異果 進口 ,49.2
111/12/22,O9 梨 其他進口 ,61.1
111/12/22,S49 葡萄 無子進口 ,100.0
111/12/22,S9 葡萄 進口 ,138.5
111/12/22,X09 蘋果 其他進口 ,163.0
111/12/22,X49 蘋果 金冠進口 ,106.7
111/12/22,X69 蘋果 富士進口 ,92.3
111/12/22,Z39 柿子 柿餅進口 ,549.8
111/12/23,459 草莓 進口 ,471.8
111/12/23,469 藍莓 進口 ,131.0
111/12/23,839 櫻桃 進口 ,408.5
111/12/23,919 其他 進口 ,66.7
111/12/23,C9 柑橘 進口 ,327.6
111/12/23,E9 甜橙 進口 ,22.2
111/12/23,F9 雜柑 進口 ,458.0
111/12/23,G49 奇異果 進口 ,45.7
111/12/23,O9 梨 其他進口 ,59.5
111/12/23,S49 葡萄 無子進口 ,90.7
111/12/23,S9 葡萄 進口 ,141.4
111/12/23,X09 蘋果 其他進口 ,158.5
111/12/23,X49 蘋果 金冠進口 ,144.0
111/12/23,X59 蘋果 紅玉進口 ,160.0
111/12/23,X69 蘋果 富士進口 ,99.3
111/12/23,Z39 柿子 柿餅進口 ,584.6
111/12/24,459 草莓 進口 ,540.2
111/12/24,469 藍莓 進口 ,97.6
111/12/24,839 櫻桃 進口 ,537.6
111/12/24,919 其他 進口 ,120.0
111/12/24,C9 柑橘 進口 ,410.0
111/12/24,F9 雜柑 進口 ,236.0
111/12/24,G49 奇異果 進口 ,72.8
111/12/24,O9 梨 其他進口 ,100.3
111/12/24,S49 葡萄 無子進口 ,104.6
111/12/24,S9 葡萄 進口 ,410.0
111/12/24,W9 洋香瓜 進口 ,300.0
111/12/24,X09 蘋果 其他進口 ,164.6
111/12/24,X49 蘋果 金冠進口 ,113.6
111/12/24,X59 蘋果 紅玉進口 ,186.7
111/12/24,X69 蘋果 富士進口 ,114.0
111/12/24,Z39 柿子 柿餅進口 ,459.6
111/12/25,459 草莓 進口 ,614.5
111/12/25,469 藍莓 進口 ,43.0
111/12/25,839 櫻桃 進口 ,505.2
111/12/25,C9 柑橘 進口 ,174.0
111/12/25,F9 雜柑 進口 ,499.3
111/12/25,G49 奇異果 進口 ,64.6
111/12/25,O9 梨 其他進口 ,67.2
111/12/25,S49 葡萄 無子進口 ,100.0
111/12/25,S9 葡萄 進口 ,240.8
111/12/25,W9 洋香瓜 進口 ,300.0
111/12/25,X09 蘋果 其他進口 ,173.3
111/12/25,X59 蘋果 紅玉進口 ,202.0
111/12/25,X69 蘋果 富士進口 ,103.6
111/12/25,Z39 柿子 柿餅進口 ,293.7
111/12/27,459 草莓 進口 ,629.3
111/12/27,469 藍莓 進口 ,130.2
111/12/27,839 櫻桃 進口 ,340.7
111/12/27,919 其他 進口 ,240.0
111/12/27,C9 柑橘 進口 ,448.5
111/12/27,F9 雜柑 進口 ,472.7
111/12/27,G49 奇異果 進口 ,66.6
111/12/27,O9 梨 其他進口 ,66.4
111/12/27,S9 葡萄 進口 ,324.6
111/12/27,X09 蘋果 其他進口 ,148.5
111/12/27,X49 蘋果 金冠進口 ,118.8
111/12/27,X69 蘋果 富士進口 ,116.8
111/12/27,Y39 桃子 甜桃進口 ,253.6
111/12/27,Z39 柿子 柿餅進口 ,426.8
111/12/28,459 草莓 進口 ,654.7
111/12/28,469 藍莓 進口 ,129.4
111/12/28,839 櫻桃 進口 ,485.9
111/12/28,C9 柑橘 進口 ,428.2
111/12/28,F9 雜柑 進口 ,550.4
111/12/28,G49 奇異果 進口 ,127.8
111/12/28,O9 梨 其他進口 ,96.7
111/12/28,S49 葡萄 無子進口 ,109.6
111/12/28,S9 葡萄 進口 ,454.5
111/12/28,W9 洋香瓜 進口 ,325.9
111/12/28,X09 蘋果 其他進口 ,173.3
111/12/28,X49 蘋果 金冠進口 ,113.1
111/12/28,X69 蘋果 富士進口 ,111.6
111/12/28,Z39 柿子 柿餅進口 ,458.1
111/12/29,459 草莓 進口 ,603.6
111/12/29,469 藍莓 進口 ,133.3
111/12/29,839 櫻桃 進口 ,360.2
111/12/29,859 榴槤 進口 ,113.3
111/12/29,919 其他 進口 ,97.8
111/12/29,C9 柑橘 進口 ,252.5
111/12/29,F9 雜柑 進口 ,232.0
111/12/29,G49 奇異果 進口 ,107.5
111/12/29,O9 梨 其他進口 ,112.7
111/12/29,S49 葡萄 無子進口 ,102.4
111/12/29,S9 葡萄 進口 ,275.4
111/12/29,W9 洋香瓜 進口 ,333.2
111/12/29,X09 蘋果 其他進口 ,159.4
111/12/29,X69 蘋果 富士進口 ,105.4
111/12/29,Z39 柿子 柿餅進口 ,557.2
111/12/30,459 草莓 進口 ,229.5
111/12/30,839 櫻桃 進口 ,269.8
111/12/30,919 其他 進口 ,22.2
111/12/30,C9 柑橘 進口 ,226.7
111/12/30,E9 甜橙 進口 ,10.0
111/12/30,F9 雜柑 進口 ,372.2
111/12/30,G49 奇異果 進口 ,22.0
111/12/30,O9 梨 其他進口 ,81.1
111/12/30,S49 葡萄 無子進口 ,83.3
111/12/30,S9 葡萄 進口 ,397.3
111/12/30,W9 洋香瓜 進口 ,266.7
111/12/30,X09 蘋果 其他進口 ,169.2
111/12/30,X49 蘋果 金冠進口 ,107.2
111/12/30,X69 蘋果 富士進口 ,98.1
111/12/30,X79 蘋果 陸奧進口 ,106.7
111/12/30,Z39 柿子 柿餅進口 ,173.2
111/12/31,459 草莓 進口 ,297.1
111/12/31,469 藍莓 進口 ,100.0
111/12/31,839 櫻桃 進口 ,395.0
111/12/31,919 其他 進口 ,220.0
111/12/31,C9 柑橘 進口 ,387.3
111/12/31,E9 甜橙 進口 ,10.0
111/12/31,F9 雜柑 進口 ,433.0
111/12/31,G49 奇異果 進口 ,78.6
111/12/31,O9 梨 其他進口 ,65.8
111/12/31,S49 葡萄 無子進口 ,124.0
111/12/31,S9 葡萄 進口 ,443.0
111/12/31,W9 洋香瓜 進口 ,266.7
111/12/31,X09 蘋果 其他進口 ,122.8
111/12/31,X59 蘋果 紅玉進口 ,160.0
111/12/31,X69 蘋果 富士進口 ,97.8
111/12/31,Z39 柿子 柿餅進口 ,329.0
114/01/01,459 草莓 進口 ,483.1
114/01/01,469 藍莓 進口 ,118.3
114/01/01,839 櫻桃 進口 ,336.5
114/01/01,849 石榴 進口 ,106.9
114/01/01,919 其他 進口 ,75.6
114/01/01,C9 柑橘 進口 ,239.0
114/01/01,F9 雜柑 進口 ,429.2
114/01/01,G49 奇異果 進口 ,82.0
114/01/01,O9 梨 其他進口 ,98.5
114/01/01,S9 葡萄 進口 ,320.3
114/01/01,W9 洋香瓜 進口 ,371.4
114/01/01,X09 蘋果 其他進口 ,150.2
114/01/01,X49 蘋果 金冠進口 ,93.3
114/01/01,X69 蘋果 富士進口 ,94.3
114/01/01,Y19 桃子 水蜜桃進口 ,173.3
114/01/01,Y39 桃子 甜桃進口 ,80.0
114/01/01,Y9 桃子 進口 ,260.7
114/01/01,Z39 柿子 柿餅進口 ,611.4
114/01/02,459 草莓 進口 ,308.6
114/01/02,469 藍莓 進口 ,131.2
114/01/02,839 櫻桃 進口 ,477.6
114/01/02,919 其他 進口 ,600.0
114/01/02,C9 柑橘 進口 ,348.8
114/01/02,F9 雜柑 進口 ,356.9
114/01/02,G39 酪梨 進口 ,153.3
114/01/02,G49 奇異果 進口 ,96.4
114/01/02,O9 梨 其他進口 ,226.9
114/01/02,S9 葡萄 進口 ,335.0
114/01/02,W9 洋香瓜 進口 ,372.9
114/01/02,X09 蘋果 其他進口 ,135.4
114/01/02,X49 蘋果 金冠進口 ,103.8
114/01/02,X59 蘋果 紅玉進口 ,240.0
114/01/02,X69 蘋果 富士進口 ,108.0
114/01/02,Y19 桃子 水蜜桃進口 ,180.0
114/01/02,Z39 柿子 柿餅進口 ,614.0
114/01/03,459 草莓 進口 ,282.3
114/01/03,469 藍莓 進口 ,157.7
114/01/03,839 櫻桃 進口 ,466.2
114/01/03,849 石榴 進口 ,100.0
114/01/03,919 其他 進口 ,240.0
114/01/03,C9 柑橘 進口 ,385.6
114/01/03,F9 雜柑 進口 ,374.3
114/01/03,G49 奇異果 進口 ,53.6
114/01/03,O9 梨 其他進口 ,117.3
114/01/03,S9 葡萄 進口 ,250.0
114/01/03,W9 洋香瓜 進口 ,366.7
114/01/03,X09 蘋果 其他進口 ,178.6
114/01/03,X59 蘋果 紅玉進口 ,200.0
114/01/03,X69 蘋果 富士進口 ,87.9
114/01/03,Y39 桃子 甜桃進口 ,89.9
114/01/03,Z39 柿子 柿餅進口 ,621.4
114/01/03,Z9 柿子 進口 ,831.3
114/01/04,459 草莓 進口 ,341.4
114/01/04,469 藍莓 進口 ,140.5
114/01/04,839 櫻桃 進口 ,311.5
114/01/04,849 石榴 進口 ,120.0
114/01/04,C9 柑橘 進口 ,392.7
114/01/04,F9 雜柑 進口 ,528.9
114/01/04,G49 奇異果 進口 ,62.4
114/01/04,O9 梨 其他進口 ,83.0
114/01/04,S9 葡萄 進口 ,272.7
114/01/04,X09 蘋果 其他進口 ,152.3
114/01/04,X59 蘋果 紅玉進口 ,240.0
114/01/04,X69 蘋果 富士進口 ,94.2
114/01/04,Y19 桃子 水蜜桃進口 ,170.0
114/01/04,Y39 桃子 甜桃進口 ,86.7
114/01/04,Z39 柿子 柿餅進口 ,513.9
114/01/05,459 草莓 進口 ,409.5
114/01/05,469 藍莓 進口 ,124.8
114/01/05,839 櫻桃 進口 ,277.7
114/01/05,849 石榴 進口 ,106.4
114/01/05,C9 柑橘 進口 ,391.1
114/01/05,F9 雜柑 進口 ,533.3
114/01/05,G49 奇異果 進口 ,113.8
114/01/05,O9 梨 其他進口 ,104.7
114/01/05,S49 葡萄 無子進口 ,162.1
114/01/05,S9 葡萄 進口 ,245.3
114/01/05,X59 蘋果 紅玉進口 ,240.0
114/01/05,X69 蘋果 富士進口 ,97.2
114/01/05,Y19 桃子 水蜜桃進口 ,110.0
114/01/05,Y39 桃子 甜桃進口 ,110.1
114/01/05,Y9 桃子 進口 ,266.7
114/01/05,Z39 柿子 柿餅進口 ,505.8
114/01/07,459 草莓 進口 ,427.4
114/01/07,469 藍莓 進口 ,131.2
114/01/07,839 櫻桃 進口 ,358.7
114/01/07,919 其他 進口 ,240.0
114/01/07,C9 柑橘 進口 ,252.3
114/01/07,F9 雜柑 進口 ,488.9
114/01/07,G49 奇異果 進口 ,79.0
114/01/07,O9 梨 其他進口 ,106.6
114/01/07,S49 葡萄 無子進口 ,147.9
114/01/07,S9 葡萄 進口 ,262.8
114/01/07,X09 蘋果 其他進口 ,160.0
114/01/07,X69 蘋果 富士進口 ,115.2
114/01/07,Y39 桃子 甜桃進口 ,81.7
114/01/07,Z39 柿子 柿餅進口 ,540.7
114/01/07,Z9 柿子 進口 ,200.0
114/01/08,129 椰子 剝殼進口 ,26.7
114/01/08,459 草莓 進口 ,307.0
114/01/08,469 藍莓 進口 ,131.6
114/01/08,839 櫻桃 進口 ,324.6
114/01/08,849 石榴 進口 ,106.7
114/01/08,919 其他 進口 ,142.2
114/01/08,C9 柑橘 進口 ,346.7
114/01/08,F9 雜柑 進口 ,480.7
114/01/08,G49 奇異果 進口 ,72.7
114/01/08,O9 梨 其他進口 ,93.3
114/01/08,S49 葡萄 無子進口 ,171.9
114/01/08,S9 葡萄 進口 ,248.3
114/01/08,W9 洋香瓜 進口 ,583.3
114/01/08,X09 蘋果 其他進口 ,162.2
114/01/08,X49 蘋果 金冠進口 ,93.3
114/01/08,X59 蘋果 紅玉進口 ,240.0
114/01/08,X69 蘋果 富士進口 ,115.1
114/01/08,Y39 桃子 甜桃進口 ,96.3
114/01/08,Z39 柿子 柿餅進口 ,428.6
114/01/09,459 草莓 進口 ,316.8
114/01/09,469 藍莓 進口 ,133.3
114/01/09,839 櫻桃 進口 ,389.7
114/01/09,919 其他 進口 ,141.7
114/01/09,C9 柑橘 進口 ,352.1
114/01/09,F9 雜柑 進口 ,428.6
114/01/09,G49 奇異果 進口 ,54.7
114/01/09,N9 李 進口 ,457.5
114/01/09,O9 梨 其他進口 ,234.4
114/01/09,S49 葡萄 無子進口 ,150.0
114/01/09,S9 葡萄 進口 ,283.0
114/01/09,W9 洋香瓜 進口 ,583.3
114/01/09,X09 蘋果 其他進口 ,163.5
114/01/09,X49 蘋果 金冠進口 ,93.3
114/01/09,X69 蘋果 富士進口 ,117.0
114/01/09,Y39 桃子 甜桃進口 ,72.0
114/01/09,Z39 柿子 柿餅進口 ,463.2
114/01/10,459 草莓 進口 ,412.1
114/01/10,469 藍莓 進口 ,155.5
114/01/10,839 櫻桃 進口 ,350.4
114/01/10,849 石榴 進口 ,115.0
114/01/10,919 其他 進口 ,220.0
114/01/10,C9 柑橘 進口 ,334.5
114/01/10,F9 雜柑 進口 ,333.4
114/01/10,G49 奇異果 進口 ,74.0
114/01/10,N9 李 進口 ,160.0
114/01/10,O9 梨 其他進口 ,225.6
114/01/10,S49 葡萄 無子進口 ,145.3
114/01/10,S9 葡萄 進口 ,256.5
114/01/10,W9 洋香瓜 進口 ,188.1
114/01/10,X09 蘋果 其他進口 ,102.6
114/01/10,X49 蘋果 金冠進口 ,106.7
114/01/10,X69 蘋果 富士進口 ,103.0
114/01/10,Y39 桃子 甜桃進口 ,86.7
114/01/10,Z39 柿子 柿餅進口 ,635.0
114/01/11,459 草莓 進口 ,414.7
114/01/11,469 藍莓 進口 ,55.0
114/01/11,839 櫻桃 進口 ,358.3
114/01/11,849 石榴 進口 ,110.0
114/01/11,919 其他 進口 ,455.6
114/01/11,C9 柑橘 進口 ,139.9
114/01/11,F9 雜柑 進口 ,117.0
114/01/11,G39 酪梨 進口 ,153.3
114/01/11,G49 奇異果 進口 ,58.2
114/01/11,N9 李 進口 ,404.6
114/01/11,O9 梨 其他進口 ,77.5
114/01/11,S49 葡萄 無子進口 ,133.3
114/01/11,S9 葡萄 進口 ,237.9
114/01/11,W9 洋香瓜 進口 ,244.9
114/01/11,X09 蘋果 其他進口 ,157.4
114/01/11,X49 蘋果 金冠進口 ,113.3
114/01/11,X69 蘋果 富士進口 ,96.9
114/01/11,Y9 桃子 進口 ,142.9
114/01/11,Z39 柿子 柿餅進口 ,538.6
114/01/12,459 草莓 進口 ,537.0
114/01/12,469 藍莓 進口 ,166.7
114/01/12,839 櫻桃 進口 ,316.9
114/01/12,849 石榴 進口 ,110.0
114/01/12,C9 柑橘 進口 ,458.0
114/01/12,F9 雜柑 進口 ,543.8
114/01/12,G49 奇異果 進口 ,88.9
114/01/12,N9 李 進口 ,400.0
114/01/12,O9 梨 其他進口 ,101.1
114/01/12,S49 葡萄 無子進口 ,227.6
114/01/12,S9 葡萄 進口 ,298.0
114/01/12,W9 洋香瓜 進口 ,414.9
114/01/12,X09 蘋果 其他進口 ,137.6
114/01/12,X49 蘋果 金冠進口 ,106.7
114/01/12,X59 蘋果 紅玉進口 ,240.0
114/01/12,X69 蘋果 富士進口 ,107.1
114/01/12,Y39 桃子 甜桃進口 ,89.3
114/01/12,Y9 桃子 進口 ,145.0
114/01/12,Z39 柿子 柿餅進口 ,392.7
114/01/14,459 草莓 進口 ,370.6
114/01/14,469 藍莓 進口 ,118.8
114/01/14,839 櫻桃 進口 ,360.9
114/01/14,919 其他 進口 ,200.0
114/01/14,C9 柑橘 進口 ,278.9
114/01/14,F9 雜柑 進口 ,298.9
114/01/14,G49 奇異果 進口 ,70.1
114/01/14,N9 李 進口 ,298.8
114/01/14,O9 梨 其他進口 ,122.3
114/01/14,S49 葡萄 無子進口 ,151.7
114/01/14,S9 葡萄 進口 ,258.6
114/01/14,W9 洋香瓜 進口 ,307.4
114/01/14,X09 蘋果 其他進口 ,166.2
114/01/14,X49 蘋果 金冠進口 ,106.7
114/01/14,X59 蘋果 紅玉進口 ,240.0
114/01/14,X69 蘋果 富士進口 ,127.3
114/01/14,Y39 桃子 甜桃進口 ,71.5
114/01/14,Z39 柿子 柿餅進口 ,505.7
114/01/15,459 草莓 進口 ,290.5
114/01/15,469 藍莓 進口 ,126.1
114/01/15,839 櫻桃 進口 ,345.9
114/01/15,849 石榴 進口 ,120.0
114/01/15,919 其他 進口 ,1066.7
114/01/15,C9 柑橘 進口 ,394.1
114/01/15,F9 雜柑 進口 ,415.6
114/01/15,G49 奇異果 進口 ,53.2
114/01/15,O9 梨 其他進口 ,102.9
114/01/15,S9 葡萄 進口 ,269.8
114/01/15,W9 洋香瓜 進口 ,401.8
114/01/15,X09 蘋果 其他進口 ,293.3
114/01/15,X49 蘋果 金冠進口 ,100.0
114/01/15,X69 蘋果 富士進口 ,118.6
114/01/15,Z39 柿子 柿餅進口 ,539.4
114/01/17,459 草莓 進口 ,469.3
114/01/17,469 藍莓 進口 ,122.1
114/01/17,839 櫻桃 進口 ,394.0
114/01/17,919 其他 進口 ,253.3
114/01/17,C9 柑橘 進口 ,376.0
114/01/17,F9 雜柑 進口 ,471.8
114/01/17,G49 奇異果 進口 ,54.7
114/01/17,O9 梨 其他進口 ,101.7
114/01/17,S9 葡萄 進口 ,259.2
114/01/17,W9 洋香瓜 進口 ,851.9
114/01/17,X09 蘋果 其他進口 ,168.3
114/01/17,X49 蘋果 金冠進口 ,106.7
114/01/17,X69 蘋果 富士進口 ,117.7
114/01/17,Z39 柿子 柿餅進口 ,593.6
114/01/18,459 草莓 進口 ,481.3
114/01/18,469 藍莓 進口 ,124.9
114/01/18,839 櫻桃 進口 ,323.0
114/01/18,919 其他 進口 ,241.9
114/01/18,C9 柑橘 進口 ,427.2
114/01/18,F9 雜柑 進口 ,463.8
114/01/18,G49 奇異果 進口 ,50.0
114/01/18,N9 李 進口 ,296.3
114/01/18,O9 梨 其他進口 ,101.8
114/01/18,S9 葡萄 進口 ,262.0
114/01/18,W9 洋香瓜 進口 ,416.6
114/01/18,X09 蘋果 其他進口 ,175.4
114/01/18,X39 蘋果 惠進口 ,40.0
114/01/18,X49 蘋果 金冠進口 ,100.0
114/01/18,X59 蘋果 紅玉進口 ,377.8
114/01/18,X69 蘋果 富士進口 ,108.0
114/01/18,Y19 桃子 水蜜桃進口 ,128.0
114/01/18,Y39 桃子 甜桃進口 ,75.3
114/01/18,Z39 柿子 柿餅進口 ,627.9
114/01/19,459 草莓 進口 ,958.8
114/01/19,469 藍莓 進口 ,148.1
114/01/19,839 櫻桃 進口 ,285.7
114/01/19,859 榴槤 進口 ,200.0
114/01/19,C9 柑橘 進口 ,442.2
114/01/19,G49 奇異果 進口 ,88.9
114/01/19,O9 梨 其他進口 ,105.1
114/01/19,S9 葡萄 進口 ,226.3
114/01/19,W9 洋香瓜 進口 ,546.3
114/01/19,X09 蘋果 其他進口 ,180.2
114/01/19,X49 蘋果 金冠進口 ,107.3
114/01/19,X59 蘋果 紅玉進口 ,240.0
114/01/19,X69 蘋果 富士進口 ,120.3
114/01/19,Y19 桃子 水蜜桃進口 ,86.7
114/01/19,Y39 桃子 甜桃進口 ,92.7
114/01/19,Z39 柿子 柿餅進口 ,713.2
114/01/21,459 草莓 進口 ,434.6
114/01/21,469 藍莓 進口 ,164.9
114/01/21,839 櫻桃 進口 ,331.6
114/01/21,849 石榴 進口 ,103.6
114/01/21,919 其他 進口 ,209.5
114/01/21,C9 柑橘 進口 ,430.3
114/01/21,F9 雜柑 進口 ,449.3
114/01/21,G49 奇異果 進口 ,77.3
114/01/21,N9 李 進口 ,335.9
114/01/21,O9 梨 其他進口 ,88.5
114/01/21,S9 葡萄 進口 ,271.1
114/01/21,W9 洋香瓜 進口 ,416.7
114/01/21,X09 蘋果 其他進口 ,156.5
