日期,產品,平均價(元/公斤)
114/01/21,X69 蘋果 富士進口 ,106.6
114/01/21,Y39 桃子 甜桃進口 ,83.8
114/01/21,Z39 柿子 柿餅進口 ,461.5
114/01/22,459 草莓 進口 ,542.3
114/01/22,469 藍莓 進口 ,137.8
114/01/22,839 櫻桃 進口 ,322.4
114/01/22,849 石榴 進口 ,115.6
114/01/22,919 其他 進口 ,600.0
114/01/22,C9 柑橘 進口 ,449.7
114/01/22,F9 雜柑 進口 ,663.7
114/01/22,G49 奇異果 進口 ,77.4
114/01/22,N9 李 進口 ,130.0
114/01/22,O9 梨 其他進口 ,97.8
114/01/22,S49 葡萄 無子進口 ,143.5
114/01/22,S9 葡萄 進口 ,264.4
114/01/22,W9 洋香瓜 進口 ,343.0
114/01/22,X09 蘋果 其他進口 ,162.1
114/01/22,X49 蘋果 金冠進口 ,106.7
114/01/22,X69 蘋果 富士進口 ,102.3
114/01/22,Y39 桃子 甜桃進口 ,69.8
114/01/22,Z39 柿子 柿餅進口 ,395.7
114/01/23,459 草莓 進口 ,492.6
114/01/23,469 藍莓 進口 ,164.6
114/01/23,839 櫻桃 進口 ,342.0
114/01/23,859 榴槤 進口 ,266.6
114/01/23,C9 柑橘 進口 ,462.4
114/01/23,E9 甜橙 進口 ,40.0
114/01/23,F9 雜柑 進口 ,444.8
114/01/23,G49 奇異果 進口 ,66.7
114/01/23,N9 李 進口 ,333.3
114/01/23,O9 梨 其他進口 ,280.0
114/01/23,S49 葡萄 無子進口 ,147.4
114/01/23,S9 葡萄 進口 ,236.0
114/01/23,W9 洋香瓜 進口 ,487.4
114/01/23,X09 蘋果 其他進口 ,154.5
114/01/23,X49 蘋果 金冠進口 ,99.5
114/01/23,X69 蘋果 富士進口 ,91.0
114/01/23,Y19 桃子 水蜜桃進口 ,103.8
114/01/23,Y39 桃子 甜桃進口 ,81.5
114/01/23,Z39 柿子 柿餅進口 ,512.1
114/01/24,459 草莓 進口 ,519.3
114/01/24,469 藍莓 進口 ,160.4
114/01/24,839 櫻桃 進口 ,308.3
114/01/24,919 其他 進口 ,45.4
114/01/24,C9 柑橘 進口 ,323.6
114/01/24,F9 雜柑 進口 ,463.7
114/01/24,G49 奇異果 進口 ,65.9
114/01/24,N9 李 進口 ,250.0
114/01/24,O9 梨 其他進口 ,78.2
114/01/24,S49 葡萄 無子進口 ,166.7
114/01/24,S9 葡萄 進口 ,220.0
114/01/24,W9 洋香瓜 進口 ,1266.7
114/01/24,X09 蘋果 其他進口 ,169.2
114/01/24,X49 蘋果 金冠進口 ,93.3
114/01/24,X69 蘋果 富士進口 ,100.6
114/01/24,Z39 柿子 柿餅進口 ,559.6
114/01/25,459 草莓 進口 ,557.7
114/01/25,469 藍莓 進口 ,100.8
114/01/25,839 櫻桃 進口 ,269.6
114/01/25,C9 柑橘 進口 ,397.7
114/01/25,E9 甜橙 進口 ,26.7
114/01/25,F9 雜柑 進口 ,443.6
114/01/25,G49 奇異果 進口 ,99.6
114/01/25,N9 李 進口 ,264.7
114/01/25,O9 梨 其他進口 ,104.6
114/01/25,S49 葡萄 無子進口 ,166.7
114/01/25,S9 葡萄 進口 ,227.9
114/01/25,W9 洋香瓜 進口 ,356.2
114/01/25,X09 蘋果 其他進口 ,147.7
114/01/25,X49 蘋果 金冠進口 ,94.0
114/01/25,X69 蘋果 富士進口 ,92.4
114/01/25,Z39 柿子 柿餅進口 ,516.7
114/01/26,459 草莓 進口 ,509.4
114/01/26,469 藍莓 進口 ,163.0
114/01/26,839 櫻桃 進口 ,261.0
114/01/26,919 其他 進口 ,144.7
114/01/26,C9 柑橘 進口 ,369.5
114/01/26,F9 雜柑 進口 ,417.9
114/01/26,N9 李 進口 ,177.8
114/01/26,O9 梨 其他進口 ,107.4
114/01/26,S49 葡萄 無子進口 ,162.3
114/01/26,S9 葡萄 進口 ,233.1
114/01/26,W9 洋香瓜 進口 ,416.7
114/01/26,X09 蘋果 其他進口 ,66.7
114/01/26,X69 蘋果 富士進口 ,91.8
114/01/26,Y39 桃子 甜桃進口 ,78.4
114/01/26,Z39 柿子 柿餅進口 ,469.6
114/01/27,459 草莓 進口 ,523.1
114/01/27,469 藍莓 進口 ,166.6
114/01/27,839 櫻桃 進口 ,294.4
114/01/27,919 其他 進口 ,600.0
114/01/27,C9 柑橘 進口 ,266.7
114/01/27,F9 雜柑 進口 ,443.0
114/01/27,O9 梨 其他進口 ,88.9
114/01/27,S49 葡萄 無子進口 ,168.8
114/01/27,S9 葡萄 進口 ,218.8
114/01/27,W9 洋香瓜 進口 ,216.7
114/01/27,X09 蘋果 其他進口 ,109.5
114/01/27,X69 蘋果 富士進口 ,80.5
114/01/27,Z39 柿子 柿餅進口 ,465.3
114/01/28,459 草莓 進口 ,494.3
114/01/28,839 櫻桃 進口 ,218.2
114/01/28,919 其他 進口 ,603.8
114/01/28,C9 柑橘 進口 ,234.5
114/01/28,F9 雜柑 進口 ,478.4
114/01/28,G49 奇異果 進口 ,61.8
114/01/28,O9 梨 其他進口 ,88.9
114/01/28,S9 葡萄 進口 ,826.7
114/01/28,X69 蘋果 富士進口 ,95.4
114/01/28,Z39 柿子 柿餅進口 ,506.9
114/02/03,469 藍莓 進口 ,166.7
114/02/03,839 櫻桃 進口 ,224.7
114/02/03,919 其他 進口 ,173.4
114/02/03,C9 柑橘 進口 ,300.0
114/02/03,F9 雜柑 進口 ,401.3
114/02/03,G49 奇異果 進口 ,66.7
114/02/03,N9 李 進口 ,266.7
114/02/03,O9 梨 其他進口 ,83.1
114/02/03,S9 葡萄 進口 ,509.7
114/02/03,W9 洋香瓜 進口 ,518.5
114/02/03,X69 蘋果 富士進口 ,60.3
114/02/03,Y39 桃子 甜桃進口 ,150.0
114/02/03,Y9 桃子 進口 ,195.0
114/02/03,Z39 柿子 柿餅進口 ,503.9
114/02/04,459 草莓 進口 ,530.8
114/02/04,839 櫻桃 進口 ,328.7
114/02/04,849 石榴 進口 ,111.1
114/02/04,919 其他 進口 ,200.0
114/02/04,C9 柑橘 進口 ,386.7
114/02/04,F9 雜柑 進口 ,82.6
114/02/04,G49 奇異果 進口 ,66.7
114/02/04,N9 李 進口 ,211.9
114/02/04,S49 葡萄 無子進口 ,149.6
114/02/04,S9 葡萄 進口 ,189.9
114/02/04,W9 洋香瓜 進口 ,222.2
114/02/04,X49 蘋果 金冠進口 ,45.3
114/02/04,X69 蘋果 富士進口 ,55.0
114/02/04,Y39 桃子 甜桃進口 ,84.9
114/02/04,Z39 柿子 柿餅進口 ,474.7
114/02/05,459 草莓 進口 ,460.4
114/02/05,469 藍莓 進口 ,164.6
114/02/05,839 櫻桃 進口 ,267.3
114/02/05,C9 柑橘 進口 ,361.9
114/02/05,F9 雜柑 進口 ,444.0
114/02/05,G49 奇異果 進口 ,59.8
114/02/05,N9 李 進口 ,186.2
114/02/05,O9 梨 其他進口 ,88.9
114/02/05,S49 葡萄 無子進口 ,165.2
114/02/05,S9 葡萄 進口 ,225.7
114/02/05,W9 洋香瓜 進口 ,216.6
114/02/05,X69 蘋果 富士進口 ,58.2
114/02/05,Y39 桃子 甜桃進口 ,94.4
114/02/05,Z39 柿子 柿餅進口 ,428.6
114/02/07,459 草莓 進口 ,441.2
114/02/07,469 藍莓 進口 ,129.0
114/02/07,839 櫻桃 進口 ,191.8
114/02/07,919 其他 進口 ,186.7
114/02/07,C9 柑橘 進口 ,232.2
114/02/07,E9 甜橙 進口 ,89.6
114/02/07,F9 雜柑 進口 ,438.3
114/02/07,G49 奇異果 進口 ,61.1
114/02/07,S49 葡萄 無子進口 ,166.7
114/02/07,S9 葡萄 進口 ,150.4
114/02/07,W9 洋香瓜 進口 ,231.0
114/02/07,X09 蘋果 其他進口 ,100.0
114/02/07,X49 蘋果 金冠進口 ,46.7
114/02/07,X69 蘋果 富士進口 ,51.2
114/02/07,Y19 桃子 水蜜桃進口 ,122.1
114/02/07,Y39 桃子 甜桃進口 ,83.2
114/02/07,Z39 柿子 柿餅進口 ,462.5
114/02/08,459 草莓 進口 ,466.6
114/02/08,469 藍莓 進口 ,203.6
114/02/08,839 櫻桃 進口 ,400.1
114/02/08,C9 柑橘 進口 ,305.9
114/02/08,F9 雜柑 進口 ,470.7
114/02/08,G49 奇異果 進口 ,49.8
114/02/08,N9 李 進口 ,157.8
114/02/08,S49 葡萄 無子進口 ,154.2
114/02/08,S9 葡萄 進口 ,237.9
114/02/08,W9 洋香瓜 進口 ,272.2
114/02/08,X69 蘋果 富士進口 ,59.5
114/02/08,Y19 桃子 水蜜桃進口 ,40.0
114/02/08,Y39 桃子 甜桃進口 ,101.5
114/02/08,Z39 柿子 柿餅進口 ,375.5
114/02/09,459 草莓 進口 ,379.2
114/02/09,469 藍莓 進口 ,190.9
114/02/09,839 櫻桃 進口 ,200.4
114/02/09,919 其他 進口 ,173.3
114/02/09,C9 柑橘 進口 ,340.8
114/02/09,E9 甜橙 進口 ,48.9
114/02/09,F9 雜柑 進口 ,423.4
114/02/09,G49 奇異果 進口 ,85.4
114/02/09,N9 李 進口 ,213.3
114/02/09,O9 梨 其他進口 ,189.9
114/02/09,S49 葡萄 無子進口 ,150.2
114/02/09,S9 葡萄 進口 ,249.7
114/02/09,W9 洋香瓜 進口 ,200.0
114/02/09,X69 蘋果 富士進口 ,91.3
114/02/09,Y19 桃子 水蜜桃進口 ,110.0
114/02/09,Y39 桃子 甜桃進口 ,84.6
114/02/09,Y9 桃子 進口 ,88.9
114/02/09,Z39 柿子 柿餅進口 ,408.3
114/02/11,459 草莓 進口 ,416.4
114/02/11,469 藍莓 進口 ,146.7
114/02/11,839 櫻桃 進口 ,159.6
114/02/11,859 榴槤 進口 ,126.7
114/02/11,C9 柑橘 進口 ,255.6
114/02/11,F9 雜柑 進口 ,479.4
114/02/11,G49 奇異果 進口 ,35.0
114/02/11,N9 李 進口 ,123.1
114/02/11,O9 梨 其他進口 ,190.0
114/02/11,S49 葡萄 無子進口 ,83.3
114/02/11,S9 葡萄 進口 ,850.7
114/02/11,X69 蘋果 富士進口 ,56.6
114/02/11,Y39 桃子 甜桃進口 ,98.6
114/02/11,Z39 柿子 柿餅進口 ,466.6
114/02/12,459 草莓 進口 ,382.9
114/02/12,469 藍莓 進口 ,148.8
114/02/12,839 櫻桃 進口 ,218.0
114/02/12,C9 柑橘 進口 ,307.0
114/02/12,E9 甜橙 進口 ,48.2
114/02/12,F9 雜柑 進口 ,430.0
114/02/12,G49 奇異果 進口 ,103.4
114/02/12,N9 李 進口 ,198.9
114/02/12,S49 葡萄 無子進口 ,143.1
114/02/12,S9 葡萄 進口 ,155.2
114/02/12,W9 洋香瓜 進口 ,200.0
114/02/12,X69 蘋果 富士進口 ,67.6
114/02/12,Y39 桃子 甜桃進口 ,87.6
114/02/12,Y9 桃子 進口 ,74.1
114/02/12,Z39 柿子 柿餅進口 ,466.6
114/02/15,459 草莓 進口 ,415.0
114/02/15,469 藍莓 進口 ,187.7
114/02/15,839 櫻桃 進口 ,193.3
114/02/15,859 榴槤 進口 ,140.0
114/02/15,919 其他 進口 ,76.3
114/02/15,C9 柑橘 進口 ,373.4
114/02/15,E9 甜橙 進口 ,54.2
114/02/15,F9 雜柑 進口 ,457.2
114/02/15,G49 奇異果 進口 ,57.3
114/02/15,N9 李 進口 ,69.4
114/02/15,S49 葡萄 無子進口 ,175.9
114/02/15,S9 葡萄 進口 ,253.2
114/02/15,W9 洋香瓜 進口 ,200.0
114/02/15,X69 蘋果 富士進口 ,61.3
114/02/15,Y39 桃子 甜桃進口 ,76.1
114/02/15,Z39 柿子 柿餅進口 ,485.4
114/02/16,459 草莓 進口 ,441.8
114/02/16,469 藍莓 進口 ,160.1
114/02/16,839 櫻桃 進口 ,189.9
114/02/16,919 其他 進口 ,163.0
114/02/16,C9 柑橘 進口 ,481.1
114/02/16,E9 甜橙 進口 ,46.9
114/02/16,F9 雜柑 進口 ,389.5
114/02/16,G49 奇異果 進口 ,99.7
114/02/16,O9 梨 其他進口 ,186.7
114/02/16,S49 葡萄 無子進口 ,166.7
114/02/16,S9 葡萄 進口 ,239.0
114/02/16,W9 洋香瓜 進口 ,400.0
114/02/16,X69 蘋果 富士進口 ,67.8
114/02/16,Y39 桃子 甜桃進口 ,80.0
114/02/16,Z39 柿子 柿餅進口 ,466.6
114/02/18,459 草莓 進口 ,443.6
114/02/18,469 藍莓 進口 ,140.8
114/02/18,839 櫻桃 進口 ,222.0
114/02/18,859 榴槤 進口 ,112.0
114/02/18,919 其他 進口 ,207.6
114/02/18,C9 柑橘 進口 ,373.4
114/02/18,F9 雜柑 進口 ,69.4
114/02/18,G39 酪梨 進口 ,146.7
114/02/18,G49 奇異果 進口 ,73.2
114/02/18,N9 李 進口 ,141.1
114/02/18,O9 梨 其他進口 ,140.0
114/02/18,O99 梨 西洋梨進口 ,80.7
114/02/18,S49 葡萄 無子進口 ,164.5
114/02/18,S9 葡萄 進口 ,153.2
114/02/18,W9 洋香瓜 進口 ,272.2
114/02/18,X69 蘋果 富士進口 ,51.9
114/02/18,Y39 桃子 甜桃進口 ,79.4
114/02/18,Y9 桃子 進口 ,200.0
114/02/18,Z39 柿子 柿餅進口 ,411.1
114/02/19,459 草莓 進口 ,385.6
114/02/19,469 藍莓 進口 ,266.7
114/02/19,839 櫻桃 進口 ,242.8
114/02/19,919 其他 進口 ,198.1
114/02/19,C9 柑橘 進口 ,33.3
114/02/19,E9 甜橙 進口 ,47.7
114/02/19,F9 雜柑 進口 ,116.1
114/02/19,G39 酪梨 進口 ,146.7
114/02/19,G49 奇異果 進口 ,58.4
114/02/19,N9 李 進口 ,75.0
114/02/19,O9 梨 其他進口 ,136.5
114/02/19,O99 梨 西洋梨進口 ,83.3
114/02/19,S9 葡萄 進口 ,284.1
114/02/19,W9 洋香瓜 進口 ,200.0
114/02/19,X69 蘋果 富士進口 ,64.0
114/02/19,Y19 桃子 水蜜桃進口 ,88.9
114/02/19,Y39 桃子 甜桃進口 ,73.8
114/02/19,Z39 柿子 柿餅進口 ,393.3
114/02/20,459 草莓 進口 ,395.1
114/02/20,469 藍莓 進口 ,166.7
114/02/20,839 櫻桃 進口 ,222.1
114/02/20,859 榴槤 進口 ,106.7
114/02/20,919 其他 進口 ,233.4
114/02/20,C9 柑橘 進口 ,92.2
114/02/20,E9 甜橙 進口 ,45.8
114/02/20,F9 雜柑 進口 ,451.4
114/02/20,G49 奇異果 進口 ,80.7
114/02/20,N9 李 進口 ,166.8
114/02/20,O9 梨 其他進口 ,213.4
114/02/20,O99 梨 西洋梨進口 ,88.9
114/02/20,S9 葡萄 進口 ,281.8
114/02/20,W9 洋香瓜 進口 ,416.7
114/02/20,X69 蘋果 富士進口 ,65.5
114/02/20,Y39 桃子 甜桃進口 ,67.5
114/02/21,459 草莓 進口 ,440.1
114/02/21,469 藍莓 進口 ,182.0
114/02/21,839 櫻桃 進口 ,256.8
114/02/21,859 榴槤 進口 ,106.7
114/02/21,919 其他 進口 ,62.7
114/02/21,C9 柑橘 進口 ,144.0
114/02/21,E9 甜橙 進口 ,54.3
114/02/21,F9 雜柑 進口 ,419.9
114/02/21,G49 奇異果 進口 ,45.0
114/02/21,N9 李 進口 ,170.2
114/02/21,S9 葡萄 進口 ,107.9
114/02/21,W9 洋香瓜 進口 ,200.0
114/02/21,X69 蘋果 富士進口 ,62.1
114/02/21,Y39 桃子 甜桃進口 ,71.0
114/02/21,Y9 桃子 進口 ,186.7
114/02/21,Z39 柿子 柿餅進口 ,400.0
114/02/22,459 草莓 進口 ,604.5
114/02/22,469 藍莓 進口 ,198.3
114/02/22,839 櫻桃 進口 ,170.9
114/02/22,859 榴槤 進口 ,100.0
114/02/22,919 其他 進口 ,200.0
114/02/22,C9 柑橘 進口 ,30.1
114/02/22,E9 甜橙 進口 ,47.6
114/02/22,G49 奇異果 進口 ,45.7
114/02/22,N9 李 進口 ,160.0
114/02/22,S49 葡萄 無子進口 ,107.0
114/02/22,S9 葡萄 進口 ,221.8
114/02/22,X69 蘋果 富士進口 ,52.1
114/02/22,Y39 桃子 甜桃進口 ,87.7
114/02/22,Z39 柿子 柿餅進口 ,366.7
114/02/23,459 草莓 進口 ,440.5
114/02/23,469 藍莓 進口 ,154.4
114/02/23,839 櫻桃 進口 ,127.0
114/02/23,919 其他 進口 ,167.2
114/02/23,C9 柑橘 進口 ,208.6
114/02/23,E9 甜橙 進口 ,56.7
114/02/23,F9 雜柑 進口 ,446.4
114/02/23,G49 奇異果 進口 ,95.4
114/02/23,N9 李 進口 ,106.7
114/02/23,S49 葡萄 無子進口 ,157.8
114/02/23,S9 葡萄 進口 ,156.8
114/02/23,X69 蘋果 富士進口 ,63.5
114/02/23,Y19 桃子 水蜜桃進口 ,70.3
114/02/23,Y39 桃子 甜桃進口 ,102.6
114/02/23,Y9 桃子 進口 ,206.3
114/02/23,Z39 柿子 柿餅進口 ,396.7
114/02/25,459 草莓 進口 ,496.4
114/02/25,469 藍莓 進口 ,162.5
114/02/25,839 櫻桃 進口 ,176.4
114/02/25,859 榴槤 進口 ,106.7
114/02/25,919 其他 進口 ,1000.0
114/02/25,C9 柑橘 進口 ,369.5
114/02/25,E9 甜橙 進口 ,50.6
114/02/25,G49 奇異果 進口 ,37.7
114/02/25,N9 李 進口 ,78.4
114/02/25,S49 葡萄 無子進口 ,166.2
114/02/25,S9 葡萄 進口 ,217.7
114/02/25,W9 洋香瓜 進口 ,200.0
114/02/25,X69 蘋果 富士進口 ,74.6
114/02/25,Y39 桃子 甜桃進口 ,73.4
114/02/25,Y9 桃子 進口 ,133.3
114/02/25,Z39 柿子 柿餅進口 ,400.0
114/02/26,459 草莓 進口 ,582.4
114/02/26,469 藍莓 進口 ,82.4
114/02/26,839 櫻桃 進口 ,133.7
114/02/26,859 榴槤 進口 ,120.0
114/02/26,C9 柑橘 進口 ,180.2
114/02/26,E9 甜橙 進口 ,145.5
114/02/26,F9 雜柑 進口 ,416.6
114/02/26,G49 奇異果 進口 ,116.4
114/02/26,N9 李 進口 ,56.2
114/02/26,O9 梨 其他進口 ,169.2
114/02/26,S49 葡萄 無子進口 ,145.7
114/02/26,S9 葡萄 進口 ,165.0
114/02/26,X69 蘋果 富士進口 ,54.0
114/02/26,Y19 桃子 水蜜桃進口 ,130.0
114/02/26,Y39 桃子 甜桃進口 ,63.6
114/02/26,Z39 柿子 柿餅進口 ,383.3
114/02/27,129 椰子 剝殼進口 ,39.0
114/02/27,459 草莓 進口 ,514.4
114/02/27,469 藍莓 進口 ,194.0
114/02/27,839 櫻桃 進口 ,141.1
114/02/27,859 榴槤 進口 ,100.0
114/02/27,919 其他 進口 ,133.4
114/02/27,C9 柑橘 進口 ,410.9
114/02/27,E9 甜橙 進口 ,47.4
114/02/27,F9 雜柑 進口 ,420.0
114/02/27,G49 奇異果 進口 ,91.0
114/02/27,N9 李 進口 ,139.2
114/02/27,S49 葡萄 無子進口 ,153.1
114/02/27,S9 葡萄 進口 ,176.9
114/02/27,X29 蘋果 秋香進口 ,57.8
114/02/27,X49 蘋果 金冠進口 ,157.6
114/02/27,X69 蘋果 富士進口 ,53.5
114/02/27,Y19 桃子 水蜜桃進口 ,130.0
114/02/27,Y39 桃子 甜桃進口 ,73.8
114/02/27,Z39 柿子 柿餅進口 ,357.4
114/02/28,459 草莓 進口 ,514.9
114/02/28,469 藍莓 進口 ,102.3
114/02/28,839 櫻桃 進口 ,197.5
114/02/28,859 榴槤 進口 ,106.7
114/02/28,919 其他 進口 ,181.2
114/02/28,C9 柑橘 進口 ,94.9
114/02/28,E9 甜橙 進口 ,150.0
114/02/28,G49 奇異果 進口 ,49.1
114/02/28,N9 李 進口 ,160.0
114/02/28,S49 葡萄 無子進口 ,146.6
114/02/28,S9 葡萄 進口 ,208.1
114/02/28,X69 蘋果 富士進口 ,53.8
114/02/28,Y19 桃子 水蜜桃進口 ,55.0
114/02/28,Y39 桃子 甜桃進口 ,82.1
114/02/28,Z39 柿子 柿餅進口 ,285.7
114/03/01,129 椰子 剝殼進口 ,95.0
114/03/01,459 草莓 進口 ,491.7
114/03/01,839 櫻桃 進口 ,285.0
114/03/01,919 其他 進口 ,46.7
114/03/01,C9 柑橘 進口 ,407.0
114/03/01,E9 甜橙 進口 ,145.7
114/03/01,F9 雜柑 進口 ,418.5
114/03/01,G49 奇異果 進口 ,108.6
114/03/01,N9 李 進口 ,90.3
114/03/01,O9 梨 其他進口 ,85.3
114/03/01,S49 葡萄 無子進口 ,80.0
114/03/01,S9 葡萄 進口 ,185.8
114/03/01,X69 蘋果 富士進口 ,57.9
114/03/01,Y19 桃子 水蜜桃進口 ,120.0
114/03/01,Y39 桃子 甜桃進口 ,81.7
114/03/01,Z39 柿子 柿餅進口 ,307.1
114/03/02,459 草莓 進口 ,566.3
114/03/02,469 藍莓 進口 ,20.0
114/03/02,839 櫻桃 進口 ,289.2
114/03/02,919 其他 進口 ,200.0
114/03/02,F9 雜柑 進口 ,471.2
114/03/02,G49 奇異果 進口 ,88.9
114/03/02,N9 李 進口 ,59.3
114/03/02,O9 梨 其他進口 ,80.0
114/03/02,S49 葡萄 無子進口 ,88.9
114/03/02,S9 葡萄 進口 ,162.7
114/03/02,X69 蘋果 富士進口 ,60.0
114/03/02,Y39 桃子 甜桃進口 ,77.9
114/03/02,Z39 柿子 柿餅進口 ,400.0
114/03/04,459 草莓 進口 ,421.1
114/03/04,469 藍莓 進口 ,179.1
114/03/04,839 櫻桃 進口 ,227.0
114/03/04,919 其他 進口 ,223.8
114/03/04,C9 柑橘 進口 ,141.4
114/03/04,E9 甜橙 進口 ,46.8
114/03/04,F9 雜柑 進口 ,326.4
114/03/04,G49 奇異果 進口 ,116.3
114/03/04,N9 李 進口 ,56.0
114/03/04,O9 梨 其他進口 ,144.8
114/03/04,O99 梨 西洋梨進口 ,80.2
114/03/04,S49 葡萄 無子進口 ,136.4
114/03/04,S9 葡萄 進口 ,166.9
114/03/04,X69 蘋果 富士進口 ,64.4
114/03/04,Y19 桃子 水蜜桃進口 ,66.7
114/03/04,Y39 桃子 甜桃進口 ,71.5
114/03/04,Z39 柿子 柿餅進口 ,338.5
114/03/05,459 草莓 進口 ,504.0
114/03/05,469 藍莓 進口 ,154.3
114/03/05,839 櫻桃 進口 ,194.3
114/03/05,919 其他 進口 ,213.3
114/03/05,C9 柑橘 進口 ,80.9
114/03/05,E9 甜橙 進口 ,155.0
114/03/05,G49 奇異果 進口 ,70.1
114/03/05,N9 李 進口 ,72.4
114/03/05,O9 梨 其他進口 ,227.7
114/03/05,O99 梨 西洋梨進口 ,82.6
114/03/05,S49 葡萄 無子進口 ,146.7
114/03/05,S9 葡萄 進口 ,153.0
114/03/05,W9 洋香瓜 進口 ,363.2
114/03/05,X69 蘋果 富士進口 ,63.3
114/03/05,Y19 桃子 水蜜桃進口 ,130.0
114/03/05,Y39 桃子 甜桃進口 ,84.0
114/03/05,Z39 柿子 柿餅進口 ,333.4
114/03/07,459 草莓 進口 ,405.0
114/03/07,469 藍莓 進口 ,161.4
114/03/07,839 櫻桃 進口 ,176.0
114/03/07,859 榴槤 進口 ,106.7
114/03/07,919 其他 進口 ,186.7
114/03/07,C9 柑橘 進口 ,85.5
114/03/07,E9 甜橙 進口 ,47.4
114/03/07,F9 雜柑 進口 ,101.9
114/03/07,G49 奇異果 進口 ,105.8
114/03/07,N9 李 進口 ,113.8
114/03/07,O9 梨 其他進口 ,105.7
114/03/07,O99 梨 西洋梨進口 ,61.8
114/03/07,S49 葡萄 無子進口 ,127.9
114/03/07,S9 葡萄 進口 ,163.6
114/03/07,W9 洋香瓜 進口 ,262.9
114/03/07,X59 蘋果 紅玉進口 ,106.7
114/03/07,X69 蘋果 富士進口 ,75.6
114/03/07,Y39 桃子 甜桃進口 ,60.6
114/03/07,Z39 柿子 柿餅進口 ,45.5
114/03/08,459 草莓 進口 ,494.1
114/03/08,469 藍莓 進口 ,131.1
114/03/08,839 櫻桃 進口 ,165.3
114/03/08,859 榴槤 進口 ,366.6
114/03/08,919 其他 進口 ,53.3
114/03/08,C9 柑橘 進口 ,185.2
114/03/08,E9 甜橙 進口 ,44.4
114/03/08,G49 奇異果 進口 ,194.4
114/03/08,N9 李 進口 ,62.5
114/03/08,O9 梨 其他進口 ,181.8
114/03/08,S49 葡萄 無子進口 ,108.3
114/03/08,S9 葡萄 進口 ,166.0
114/03/08,W9 洋香瓜 進口 ,231.0
114/03/08,X69 蘋果 富士進口 ,79.6
114/03/08,Y39 桃子 甜桃進口 ,94.5
114/03/08,Z39 柿子 柿餅進口 ,333.4
114/03/09,459 草莓 進口 ,406.8
114/03/09,469 藍莓 進口 ,54.5
114/03/09,839 櫻桃 進口 ,100.4
114/03/09,919 其他 進口 ,328.9
114/03/09,C9 柑橘 進口 ,244.2
114/03/09,E9 甜橙 進口 ,43.3
114/03/09,F9 雜柑 進口 ,446.6
114/03/09,G49 奇異果 進口 ,271.8
114/03/09,N9 李 進口 ,109.3
114/03/09,O9 梨 其他進口 ,148.2
114/03/09,O99 梨 西洋梨進口 ,130.0
114/03/09,S49 葡萄 無子進口 ,122.6
114/03/09,S9 葡萄 進口 ,105.6
114/03/09,X69 蘋果 富士進口 ,68.6
114/03/09,Y19 桃子 水蜜桃進口 ,88.3
114/03/09,Y39 桃子 甜桃進口 ,101.8
114/03/09,Z39 柿子 柿餅進口 ,300.0
114/03/11,229 棗子 進口 ,150.0
114/03/11,459 草莓 進口 ,520.0
114/03/11,469 藍莓 進口 ,137.8
114/03/11,829 蜜棗 進口 ,83.4
114/03/11,839 櫻桃 進口 ,182.6
114/03/11,859 榴槤 進口 ,106.7
114/03/11,919 其他 進口 ,172.7
114/03/11,C9 柑橘 進口 ,90.0
114/03/11,E9 甜橙 進口 ,45.7
114/03/11,F9 雜柑 進口 ,506.7
114/03/11,G39 酪梨 進口 ,186.7
114/03/11,N9 李 進口 ,58.5
114/03/11,O9 梨 其他進口 ,100.7
114/03/11,O99 梨 西洋梨進口 ,51.6
114/03/11,S49 葡萄 無子進口 ,154.0
114/03/11,S9 葡萄 進口 ,142.9
114/03/11,W9 洋香瓜 進口 ,305.5
114/03/11,X69 蘋果 富士進口 ,68.9
114/03/11,Y39 桃子 甜桃進口 ,67.8
114/03/12,459 草莓 進口 ,525.1
114/03/12,469 藍莓 進口 ,151.0
114/03/12,829 蜜棗 進口 ,82.6
114/03/12,839 櫻桃 進口 ,156.8
114/03/12,919 其他 進口 ,213.3
114/03/12,C9 柑橘 進口 ,329.7
114/03/12,E9 甜橙 進口 ,42.9
114/03/12,F9 雜柑 進口 ,222.8
114/03/12,G49 奇異果 進口 ,333.3
114/03/12,L9 枇杷 進口 ,800.0
114/03/12,N9 李 進口 ,98.0
114/03/12,O9 梨 其他進口 ,76.7
114/03/12,O99 梨 西洋梨進口 ,69.5
114/03/12,S49 葡萄 無子進口 ,155.4
114/03/12,S9 葡萄 進口 ,142.0
114/03/12,T9 西瓜 進口 ,26.7
114/03/12,X39 蘋果 惠進口 ,43.3
114/03/12,X69 蘋果 富士進口 ,83.0
114/03/12,Y19 桃子 水蜜桃進口 ,66.7
114/03/12,Y39 桃子 甜桃進口 ,98.5
114/03/12,Z39 柿子 柿餅進口 ,333.3
114/03/13,459 草莓 進口 ,362.5
114/03/13,469 藍莓 進口 ,60.0
114/03/13,829 蜜棗 進口 ,80.0
114/03/13,839 櫻桃 進口 ,118.1
114/03/13,C9 柑橘 進口 ,101.0
114/03/13,E9 甜橙 進口 ,42.4
114/03/13,F9 雜柑 進口 ,84.7
114/03/13,G49 奇異果 進口 ,110.2
114/03/13,N9 李 進口 ,90.9
114/03/13,O9 梨 其他進口 ,103.8
114/03/13,O99 梨 西洋梨進口 ,64.4
114/03/13,S49 葡萄 無子進口 ,135.6
