cid,tid,vid,號次,名字,政黨代號,性別,出生日期,年齡,出生地,學歷,現任,當選註記,副手,名稱,政黨名稱
68_000_00,68_000_00_020,68_000_00_020_0077,2,劉邦茂,1,1,0500303,57,桃園市,高中,Y,*,NA,莊敬里,中國國民黨
68_000_00,68_000_00_020,68_000_00_020_0078,1,劉希望,999,1,0560322,51,臺灣省,碩士,N,NA,NA,自治里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0078,2,吳宏駿,1,1,0511226,55,桃園市,專科,Y,*,NA,自治里,中國國民黨
68_000_00,68_000_00_020,68_000_00_020_0079,1,劉邦笙,999,1,0560318,51,桃園市,專科,Y,*,NA,健行里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0079,2,趙國忠,999,1,0630529,44,臺灣省,專科,N,NA,NA,健行里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0080,1,沈騰雲,999,1,0470510,60,桃園市,高中(職)以下,N,NA,NA,興平里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0080,2,劉進財,999,1,0430226,64,桃園市,高中(職)以下,Y,*,NA,興平里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0081,1,徐盛永,1,1,0471025,60,桃園市,碩士,Y,*,NA,中興里,中國國民黨
68_000_00,68_000_00_020,68_000_00_020_0082,1,陸人虎,999,1,0440408,63,臺灣省,大學,N,NA,NA,龍慈里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0082,2,宋化森,1,1,0600125,47,桃園市,專科,Y,*,NA,龍慈里,中國國民黨
68_000_00,68_000_00_020,68_000_00_020_0083,1,施學誌,999,1,0450221,62,臺灣省,高中(職)以下,N,NA,NA,自信里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0083,2,徐瑞珍,1,2,0450930,62,桃園市,高中,Y,*,NA,自信里,中國國民黨
68_000_00,68_000_00_020,68_000_00_020_0084,1,劉得全,999,1,0490420,58,桃園市,高中,Y,*,NA,林森里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0084,2,郭蓮金,999,2,0480928,59,臺灣省,高中,N,NA,NA,林森里,無黨籍及未經政黨推薦
68_000_00,68_000_00_020,68_000_00_020_0085,1,謝岩介,999,1,0541222,52,臺南市,大學,Y,*,NA,金華里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0001,1,邱財榮,999,1,0370115,70,桃園市,高中(職)以下,Y,*,NA,興和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0002,1,黃春成,999,1,0460930,61,桃園市,高中(職)以下,Y,*,NA,福仁里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0003,1,黃進賢,999,1,0450530,62,桃園市,高中,Y,*,NA,一心里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0004,1,廖本勲,999,1,0510810,56,桃園市,高中(職)以下,N,NA,NA,一德里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0004,2,呂理民,999,1,0470425,60,桃園市,高中,N,*,NA,一德里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0004,3,邱聰寶,999,1,0591213,47,桃園市,高中,N,NA,NA,一德里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0004,4,林吉祥,999,1,0521101,55,桃園市,高中,N,NA,NA,一德里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0005,1,黃文中,999,1,0660108,41,桃園市,高中,Y,*,NA,月眉里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0005,2,劉美月,999,2,0471026,60,高雄市,高中,N,NA,NA,月眉里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0006,1,廖芊樺,999,2,0550716,52,臺灣省,大學,N,*,NA,永福里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0006,2,黃支益,999,1,0450918,62,桃園市,高中(職)以下,N,NA,NA,永福里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0006,3,蔡劉玉英,999,2,0460108,61,桃園市,高中(職)以下,Y,NA,NA,永福里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0007,1,蔡水木,999,1,0371001,70,桃園市,高中(職)以下,Y,NA,NA,美華里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0007,2,曾慶章,999,1,0381129,68,桃園市,高中(職)以下,N,*,NA,美華里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0008,1,張日益,999,1,0520102,55,桃園市,高中,N,NA,NA,福安里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0008,2,許漢宗,999,1,0461128,60,桃園市,高中(職)以下,Y,*,NA,福安里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0009,1,倪源昌,999,1,0450418,62,桃園市,高中(職)以下,N,NA,NA,復興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0009,2,邱焯勳,999,1,0480618,59,桃園市,高中,Y,*,NA,復興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0009,3,邱垂發,999,1,0480207,59,桃園市,大學,N,NA,NA,復興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0010,1,葉日華,999,1,0540915,53,桃園市,碩士,N,NA,NA,新峰里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0010,2,林信宏,999,1,0661210,40,桃園市,高中(職)以下,N,*,NA,新峰里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0011,1,簡瑞昌,999,1,0460105,61,桃園市,高中(職)以下,N,NA,NA,康安里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0011,2,廖學淵,999,1,0470622,60,桃園市,高中(職)以下,N,*,NA,康安里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0011,3,林其旺,999,1,0420505,65,桃園市,高中(職)以下,N,NA,NA,康安里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0012,1,簡淵川,999,1,0450901,62,桃園市,高中(職)以下,Y,*,NA,義和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0012,2,李瑞山,999,1,0460301,61,桃園市,高中(職)以下,N,NA,NA,義和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0013,1,林瑞興,999,1,0480326,59,桃園市,高中(職)以下,N,*,NA,瑞興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0013,2,蕭家祥,999,1,0490515,58,桃園市,高中,N,NA,NA,瑞興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0013,3,李文德,999,1,0440614,63,桃園市,高中(職)以下,N,NA,NA,瑞興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0014,1,陳芳善,999,1,0380604,69,桃園市,高中(職)以下,Y,*,NA,中新里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0015,1,黃禎,1,1,0590527,48,臺灣省,高中,Y,NA,NA,仁義里,中國國民黨
68_000_00,68_000_00_030,68_000_00_030_0015,2,張振源,999,1,0461101,61,臺灣省,大學,N,*,NA,仁義里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0016,1,張斯達,999,1,0471123,60,桃園市,碩士,N,NA,NA,僑愛里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0016,2,羅鳳育,1,1,0400115,67,其他,大學,Y,*,NA,僑愛里,中國國民黨
68_000_00,68_000_00_030,68_000_00_030_0016,3,田德華,999,1,0491106,58,高雄市,大學,N,NA,NA,僑愛里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0017,1,曲煥朋,999,1,0660120,41,桃園市,高中,N,*,NA,仁善里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0017,2,黃文君,999,2,0530913,54,桃園市,高中,Y,NA,NA,仁善里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0018,1,歐陽鴻英,999,2,0481117,59,桃園市,高中(職)以下,N,*,NA,仁愛里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0018,2,藍英中,999,1,0570930,50,桃園市,大學,Y,NA,NA,仁愛里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0019,1,邱詠峻,999,1,0700725,37,桃園市,大學,N,*,NA,仁武里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0020,1,徐金源,999,1,0420801,65,桃園市,高中(職)以下,Y,*,NA,員林里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0021,1,徐福全,999,1,0440705,63,桃園市,專科,Y,*,NA,南興里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0022,1,王祥倜,999,1,0471206,59,桃園市,專科,Y,NA,NA,瑞源里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0022,2,江朝陽,999,1,0620812,45,桃園市,高中,N,*,NA,瑞源里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0023,1,黃永龍,999,1,0390415,68,桃園市,高中,Y,*,NA,光明里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0024,1,徐惠珍,999,2,0520105,55,桃園市,高中(職)以下,N,NA,NA,三元里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0024,2,黃永林,1,1,0500910,57,桃園市,高中(職)以下,Y,*,NA,三元里,中國國民黨
68_000_00,68_000_00_030,68_000_00_030_0025,1,游秋蓉,999,2,0490615,58,桃園市,高中,Y,*,NA,田心里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0026,1,邱素月,1,2,0440327,63,桃園市,高中,Y,*,NA,仁文里,中國國民黨
68_000_00,68_000_00_030,68_000_00_030_0027,1,魏創志,999,1,0570118,50,桃園市,高中(職)以下,N,NA,NA,仁和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0027,2,黃智賢,999,1,0510220,56,桃園市,高中,N,NA,NA,仁和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0027,3,黃賴裕,999,1,0360215,71,桃園市,高中(職)以下,Y,*,NA,仁和里,無黨籍及未經政黨推薦
68_000_00,68_000_00_030,68_000_00_030_0028,1,曾月娥,1,2,0480420,59,臺灣省,高中(職)以下,N,*,NA,仁美里,中國國民黨
68_000_00,68_000_00_030,68_000_00_030_0028,2,陳秀華,1,2,0420511,65,臺灣省,專科,N,NA,NA,仁美里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0001,1,黃國揚,999,1,0830830,24,桃園市,大學,N,NA,NA,楊梅里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0001,2,温永林,999,1,0690409,38,桃園市,專科,N,NA,NA,楊梅里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0001,3,徐耀青,1,1,0541115,53,臺灣省,碩士,N,*,NA,楊梅里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0002,1,孫詩昀,999,2,0690831,38,臺灣省,大學,N,NA,NA,楊江里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0002,2,邱寶桂,999,2,0450506,62,桃園市,高中(職)以下,N,NA,NA,楊江里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0002,3,許詩環,999,1,0460928,61,桃園市,高中,N,*,NA,楊江里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0003,1,杜政霖,999,1,0470402,60,桃園市,高中,Y,*,NA,紅梅里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0003,2,劉青嵩,999,1,0401231,66,桃園市,高中,N,NA,NA,紅梅里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0004,1,牧邦民,1,1,0560615,51,臺灣省,大學,N,NA,NA,永寧里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0004,2,張乾坤,999,1,0630913,44,桃園市,專科,N,*,NA,永寧里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0004,3,蕭寶忠,999,1,0491124,58,桃園市,專科,Y,NA,NA,永寧里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0005,1,劉德源,999,1,0460820,61,桃園市,高中,N,*,NA,大平里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0005,2,巫雙春,1,2,0561218,50,桃園市,高中,Y,NA,NA,大平里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0006,1,李月嬌,999,2,0470522,60,臺灣省,高中,N,NA,NA,東流里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0006,2,劉定唐,999,1,0490310,58,桃園市,大學,Y,*,NA,東流里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0006,3,葉雲城,999,1,0430218,64,桃園市,高中,N,NA,NA,東流里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0006,4,梁坤寶,999,1,0331210,73,桃園市,高中(職)以下,N,NA,NA,東流里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0007,1,許霖雙,999,1,0440906,63,桃園市,高中(職)以下,Y,*,NA,水美里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0007,2,黃榮龍,999,1,0530825,54,桃園市,專科,N,NA,NA,水美里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0008,1,古錦章,999,1,0460513,61,桃園市,高中,Y,NA,NA,上田里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0008,2,温福明,999,1,0330102,74,桃園市,高中(職)以下,N,*,NA,上田里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0009,1,范姜彬鈔,999,1,0461016,61,桃園市,高中,N,*,NA,梅新里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0009,2,楊翔幀,999,1,0300215,77,桃園市,高中(職)以下,Y,NA,NA,梅新里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0010,1,謝伯鴻,999,1,0520520,55,桃園市,高中(職)以下,N,*,NA,大同里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0010,2,古雲錦,999,1,0440118,63,臺灣省,高中,N,NA,NA,大同里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0010,3,張原嘉,999,1,0390220,68,桃園市,專科,N,NA,NA,大同里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0011,1,張仁森,999,1,0390701,68,桃園市,高中(職)以下,Y,*,NA,埔心里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0012,1,李崑德,999,1,0160612,91,其他,高中(職)以下,N,NA,NA,金龍里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0012,2,洪榮富,999,1,0561121,51,新北市,高中,N,*,NA,金龍里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0012,3,朱金泰,1,1,0430610,64,金馬地區,大學,Y,NA,NA,金龍里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0013,1,王興福,999,1,0401225,66,桃園市,專科,Y,*,NA,瑞塘里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0013,2,鍾庭灶,999,1,0441123,63,臺灣省,高中(職)以下,N,NA,NA,瑞塘里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0013,3,林全記,999,1,0431024,64,桃園市,高中,N,NA,NA,瑞塘里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0014,1,羅文明,1,1,0401120,67,桃園市,高中,Y,*,NA,四維里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0014,2,陳一銓,1,1,0460628,61,臺灣省,大學,N,NA,NA,四維里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0015,1,吳錦鴻,999,1,0580715,49,臺灣省,高中(職)以下,Y,*,NA,梅溪里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0015,2,葉盈竹,999,2,0730107,34,新北市,高中,N,NA,NA,梅溪里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0016,1,鄭豐慶,999,1,0521120,55,臺灣省,專科,Y,*,NA,高山里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0017,1,陳秀雲,999,2,0590825,48,桃園市,高中(職)以下,Y,*,NA,高榮里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0017,2,黃國松,999,1,0570207,50,桃園市,高中,N,NA,NA,高榮里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0018,1,黃景棋,999,1,0391006,68,臺灣省,專科,N,NA,NA,仁美里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0018,2,曾桂憲,999,1,0361025,71,臺灣省,高中(職)以下,Y,NA,NA,仁美里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0018,3,花國章,999,1,0480310,59,臺灣省,高中,N,*,NA,仁美里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0019,1,徐逢漳,1,1,0510110,56,桃園市,高中,Y,*,NA,光華里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0020,1,劉家聲,999,1,0440210,63,桃園市,碩士,Y,*,NA,富岡里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0020,2,呂宏溥,999,1,0460715,61,桃園市,專科,N,NA,NA,富岡里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0021,1,張麟造,999,1,0350615,72,桃園市,高中(職)以下,N,*,NA,豐野里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0021,2,王廷俊,999,1,0480815,59,桃園市,高中(職)以下,Y,NA,NA,豐野里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0021,3,黃華府,999,1,0510105,56,桃園市,高中,N,NA,NA,豐野里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0022,1,陳奕霖,999,2,0511111,56,臺灣省,高中(職)以下,Y,*,NA,員本里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0023,1,葉修銘,999,1,0460511,61,桃園市,高中,N,NA,NA,瑞原里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0023,2,梅慧英,999,2,0530128,54,臺灣省,高中,N,NA,NA,瑞原里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0023,3,葉佐陸,999,1,0520303,55,桃園市,高中,Y,*,NA,瑞原里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0024,1,林榮春,999,1,0420626,65,桃園市,高中,N,NA,NA,三湖里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0024,2,鄧敦仁,999,1,0520212,55,桃園市,大學,Y,*,NA,三湖里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0025,1,張花樑,999,1,0421215,64,桃園市,高中,Y,*,NA,上湖里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0026,1,黃盈淇,999,2,0841012,23,桃園市,大學,N,*,NA,中山里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0027,1,鍾能錦,999,1,0450404,62,桃園市,高中,Y,*,NA,楊明里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0027,2,許金旺,999,1,0430810,64,桃園市,高中,N,NA,NA,楊明里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0028,1,彭慧蓮,1,2,0510303,56,臺南市,專科,Y,*,NA,金溪里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0029,1,鍾美桂,999,2,0520910,55,桃園市,高中,N,NA,NA,裕成里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0029,2,李鴻鈺,999,1,0500410,57,桃園市,專科,Y,*,NA,裕成里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0030,1,王萬桐,999,1,0441026,63,臺中市,高中,N,NA,NA,秀才里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0030,2,涂慶雄,999,1,0501028,57,臺灣省,高中,Y,*,NA,秀才里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0031,1,吳孋庭,1,2,0430320,64,臺北市,高中,N,NA,NA,青山里,中國國民黨
68_000_00,68_000_00_040,68_000_00_040_0031,2,葉福州,999,1,0550102,52,臺灣省,專科,N,NA,NA,青山里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0031,3,吳水登,999,1,0601109,47,臺灣省,高中(職)以下,Y,*,NA,青山里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0032,1,林子齡,999,2,0480914,59,高雄市,高中,Y,*,NA,新榮里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0033,1,孫紋媛,999,2,0430821,64,臺灣省,高中(職)以下,Y,*,NA,雙榮里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0033,2,胡永旺,999,1,0470210,60,桃園市,高中(職)以下,N,NA,NA,雙榮里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0034,1,張光生,999,1,0420910,65,桃園市,高中,Y,NA,NA,瑞坪里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0034,2,呂芳盛,999,1,0490403,58,桃園市,高中(職)以下,N,*,NA,瑞坪里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0035,1,廖文星,999,1,0431205,63,桃園市,高中(職)以下,Y,NA,NA,永平里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0035,2,陶其瑞,999,1,0570520,50,桃園市,專科,N,*,NA,永平里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0036,1,林美慧,999,2,0460205,61,臺灣省,高中(職)以下,Y,*,NA,瑞溪里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0037,1,葉雲龍,999,1,0431025,64,桃園市,高中(職)以下,Y,*,NA,高上里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0038,1,徐石全,999,1,0460905,61,桃園市,高中,N,*,NA,富豐里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0038,2,曾增有,999,1,0400110,67,桃園市,高中,Y,NA,NA,富豐里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0039,1,林順富,999,1,0430722,64,高雄市,高中(職)以下,Y,*,NA,裕新里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0040,1,黃金枝,999,2,0440216,63,臺灣省,高中,N,*,NA,三民里,無黨籍及未經政黨推薦
68_000_00,68_000_00_040,68_000_00_040_0040,2,張勝文,999,1,0420620,65,桃園市,高中,Y,NA,NA,三民里,無黨籍及未經政黨推薦
